the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Furn_Code,Address,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.73859663665553 40.71422573367915),4,Queens,413,27,33,14,5,QN04229AB,BETWEEN 218 ST & 217 LA,40.714234,-73.738598,Queens Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73929863730586 40.71119173501477),4,Queens,413,27,33,14,5,QN04799AB,BETWEEN 218 ST & 217 LA,40.7112,-73.7393,Queens Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75679862979321 40.74139172909402),4,Queens,411,23,24,11,6,QN04238AB,BETWEEN 218 ST & 217 ST,40.7414,-73.7568,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75119863560842 40.679491741464105),4,Queens,413,31,29,14,5,QN0847AB,BETWEEN 218 ST & 219 ST,40.6795,-73.7512,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.76332662635599 40.761298725488594),4,Queens,411,19,26,11,6,QN04166AB,BETWEEN 219 ST & 218 ST,40.761307,-73.763328,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74469363469142 40.729557731462855),4,Queens,413,23,33,14,5,QN04179AB,BETWEEN 219 ST & SPRINGFIELD,40.729566,-73.744695,Queens Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79319861593885 40.7771917233916),4,Queens,407,19,26,11,3,QN04136AB,BETWEEN 22 AV & 21 RD,40.7772,-73.7932,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91854457540813 40.77917672760824),4,Queens,401,22,36,12,14,QN04751AB,BETWEEN 22 DR & 23 AV,40.779185,-73.918546,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91689857600187 40.78029172689773),4,Queens,401,22,36,12,14,QN0020AB,BETWEEN 22 DR & DITMARS BLVD,40.7803,-73.9169,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92139857523316 40.77684172799274),4,Queens,401,22,36,12,14,QN04111AB,BETWEEN 22 TERR & 24 AV,40.77685,-73.9214,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73317063940455 40.712704733959484),4,Queens,413,27,33,14,5,QN0821AB,BETWEEN 221 ST & 220 ST,40.712713,-73.733172,Queens Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73869863787237 40.694791738039214),4,Queens,413,27,33,14,5,QN0828AB,BETWEEN 222 ST & 221 ST,40.6948,-73.7387,Cambria Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74671363370936 40.73561873050207),4,Queens,411,23,24,11,6,QN04586AB,BETWEEN 223 ST & SPRINGFIELD,40.735627,-73.746715,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74586863675478 40.678084741504854),4,Queens,413,31,29,14,5,QN04267AB,BETWEEN 224 ST & 223 ST,40.678093,-73.74587,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.74529863658 40.67769174122548),4,Queens,413,31,29,14,5,QN0848AB,BETWEEN 224 ST & 225 ST,40.6777,-73.7453,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.72916263979383 40.711419734424354),4,Queens,413,27,33,14,5,QN04713AB,BETWEEN 225 ST &,40.711428,-73.729164,Queens Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7359986390154 40.6938917375615),4,Queens,413,27,33,14,5,QN04019AB,BETWEEN 225 ST & 224 ST,40.6939,-73.736,Cambria Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75211063541732 40.66648174404004),4,Queens,413,31,29,14,5,QN04022AB,BETWEEN 225 ST & 224 ST,40.66649,-73.752112,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.72906664007549 40.711668734166366),4,Queens,413,27,33,14,5,QN04099AB,BETWEEN 225 ST & 224 ST,40.711677,-73.729068,Queens Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7464586328113 40.735921730001095),4,Queens,411,23,24,11,6,QN0677AB,BETWEEN 226 ST & SPRINGFIELD B,40.73593,-73.74646,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73343264005351 40.693140737638515),4,Queens,413,27,33,14,5,QN04160AB,BETWEEN 228 ST & 227 ST,40.693149,-73.733434,Cambria Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84529859273961 40.88619170408155),2,Bronx,212,12,83,36,16,BX03029AB,BETWEEN 229 SOUTH & SCHIEFFLIN,40.8862,-73.8453,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74097363512075 40.732309730508206),4,Queens,413,23,24,14,3,QN04776AB,BETWEEN 229 ST & 88 AV,40.732318,-73.740975,Bellerose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78084762009097 40.78024872261047),4,Queens,407,19,26,11,3,QN04634AB,BETWEEN 23 AV & 18 AV,40.780257,-73.780849,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.78160461943573 40.78190272260129),4,Queens,407,19,26,11,3,QN04770AB,BETWEEN 23 AV & 18 AV,40.781911,-73.781606,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91870057549407 40.77880472762978),4,Queens,401,22,36,12,14,QN04748AB,BETWEEN 23 AV & 22 DR,40.778813,-73.918702,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9085205786943 40.77093572849433),4,Queens,401,22,36,12,14,QN0013AB,BETWEEN 23 AV & 24 AV,40.770944,-73.908522,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7764736202607 40.7821707216257),4,Queens,407,19,26,11,3,QN04343AB,BETWEEN 23 AV & 24 AV,40.782179,-73.776475,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.7754776214204 40.77997272262519),4,Queens,407,19,26,11,3,QN04428AB,BETWEEN 23 AV & 24 AV,40.779981,-73.775479,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.78298761949675 40.77676372289018),4,Queens,407,19,26,11,3,QN04363AB,BETWEEN 23 AV & 26 AV,40.776772,-73.782989,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99679856112753 40.59589176661511),3,Brooklyn,311,47,47,23,11,BR0481AB,BETWEEN 23 AV & BAY 32 ST,40.5959,-73.9968,Gravesend (West),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91656857608201 40.78037172681119),4,Queens,401,22,36,12,14,QN0052AB,BETWEEN 23 ST & 21 ST,40.78038,-73.91657,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93056557256949 40.764689731199205),4,Queens,401,22,36,12,12,QN04095AB,BETWEEN 23 ST & 21 ST,40.764698,-73.930567,Old Astoria-Hallets Point,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.99818055177099 40.74549473675888),1,Manhattan,104,3,75,27,12,MN01033AB,BETWEEN 23 ST & 24 ST,40.745503,-73.998182,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92869857274219 40.763491731353184),4,Queens,401,22,36,12,12,QN0050AB,BETWEEN 23 ST & CRESCENT ST,40.7635,-73.9287,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9302115723315 40.76432373063968),4,Queens,401,22,36,12,12,QN04009AB,BETWEEN 23 ST & CRESCENT ST,40.764332,-73.930213,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.7388986387861 40.675691741160016),4,Queens,413,31,29,14,5,QN0875AB,BETWEEN 231 ST & FRANCIS LEWIS,40.6757,-73.7389,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.73579563635694 40.7333407301323),4,Queens,413,23,24,11,3,QN04303AB,BETWEEN 234 ST & WINCHESTER,40.733349,-73.735797,Bellerose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73115663836349 40.732559730108136),4,Queens,413,23,33,11,3,QN04706AB,BETWEEN 235 CT & 236 ST,40.732568,-73.731158,Bellerose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89463257655501 40.88530670615676),2,Bronx,208,11,81,34,13,BX03446AB,BETWEEN 239 ST & VAN COURTLAND,40.885315,-73.894634,Kingsbridge Heights-Van Cortlandt Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92120857514958 40.77674172797363),4,Queens,401,22,36,12,14,QN0022AB,BETWEEN 24 AV & 23 TERR,40.77675,-73.92121,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92289357456946 40.77561172817568),4,Queens,401,22,36,12,14,QN04467AB,BETWEEN 24 AV & HOYT AV,40.77562,-73.922895,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9872285555067 40.74172173722463),1,Manhattan,105,2,75,28,12,MNBX222AB,BETWEEN 24 ST & 25 ST,40.74173,-73.98723,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.72479863955982 40.74149172779884),4,Queens,413,23,24,11,3,QN0881AB,BETWEEN 246 ST & COMMONWEALTH,40.7415,-73.7248,Bellerose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79621061533547 40.773186724453986),4,Queens,407,19,26,11,6,QN04654AB,BETWEEN 25 AV & 26 AV,40.773195,-73.796212,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83892960071334 40.77613672564589),4,Queens,407,19,27,11,14,QN04732AB,BETWEEN 25 AV & 26 AV,40.776145,-73.838931,College Point,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.91198857845475 40.767734729599276),4,Queens,401,22,36,12,12,QN0015AB,BETWEEN 25 AV & 28 AV,40.767743,-73.91199,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91139857900794 40.76819172985833),4,Queens,401,22,36,12,12,QN04284AB,BETWEEN 25 AV & ASTORIA,40.7682,-73.9114,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82604860498596 40.77556172468749),4,Queens,407,20,40,11,6,QN04276AB,BETWEEN 25 RD & 26 AV,40.77557,-73.82605,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.71555364215305 40.74528672668308),4,Queens,413,23,24,11,3,QN0813AB,BETWEEN 256 ST & 255 ST,40.745295,-73.715555,Glen Oaks-Floral Park-New Hyde Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.71319664343127 40.74623872665109),4,Queens,413,23,24,11,3,QN04078AB,BETWEEN 258 ST & 259 ST,40.746247,-73.713198,Glen Oaks-Floral Park-New Hyde Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83869860097757 40.776091724912305),4,Queens,407,19,27,11,14,QN04715AB,BETWEEN 26 AV & 25 AV,40.7761,-73.8387,College Point,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.82644960564795 40.77419572561611),4,Queens,407,20,40,11,6,QN0343AB,BETWEEN 26 AV & 28 AV,40.774204,-73.826451,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.84651559843873 40.774705725903345),4,Queens,407,19,27,11,14,QN04045AB,BETWEEN 26 AV & GRAHAM CT,40.774714,-73.846517,College Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.71244264334956 40.74691972684947),4,Queens,413,23,24,11,3,QN04073AB,BETWEEN 260 ST & 259 ST,40.746928,-73.712444,Glen Oaks-Floral Park-New Hyde Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82798960485165 40.77283972540437),4,Queens,407,20,40,11,6,QN04048AB,BETWEEN 28 AV & 139 ST,40.772848,-73.827991,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.91342357782042 40.76567273017433),4,Queens,401,22,36,12,12,QN04414AB,BETWEEN 28 AV & 25 AV,40.765681,-73.913425,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9265335736916 40.7713047295483),4,Queens,401,22,36,12,12,QN04695AB,BETWEEN 28 AV & 27 RD,40.771313,-73.926535,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.82662860540476 40.772711725724555),4,Queens,407,20,40,11,6,QN0394AB,BETWEEN 28 AV & 29 AV,40.77272,-73.82663,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.92711057381834 40.77096272908095),4,Queens,401,22,36,12,12,QN04317AB,BETWEEN 28 AV & 29 AV,40.770971,-73.927112,Old Astoria-Hallets Point,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9139785782965 40.765281729964556),4,Queens,401,22,36,12,12,QN04547AB,BETWEEN 28 AV & 30 AV,40.76529,-73.91398,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8296866044289 40.77186772544598),4,Queens,407,20,40,11,6,QN04491AB,BETWEEN 28 RD & 31 RD,40.771876,-73.829688,Murray Hill-Broadway Flushing,AE,,3
POINT (-73.98059455860785 40.73763573744176),1,Manhattan,106,2,74,27,12,MN01249AB,BETWEEN 2ND AV & 1 ST AV,40.737644,-73.980596,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.984611557698 40.732110739515804),1,Manhattan,103,2,74,27,12,MN0138AB,BETWEEN 2ND AV & 1ST AV,40.732119,-73.984613,East Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97191855977069 40.74958373558574),1,Manhattan,106,4,74,28,12,MN01305AB,BETWEEN 2ND AV & 1ST AV,40.749592,-73.97192,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93806856839123 40.797221724965745),1,Manhattan,111,8,68,29,13,MN01099AB,BETWEEN 2ND AV & 3 RD AV,40.79723,-73.93807,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96555656114826 40.75952773308581),1,Manhattan,106,4,73,28,12,MN0118AB,BETWEEN 2ND AV & 3RD AV,40.759536,-73.965558,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97252456053076 40.750063735283824),1,Manhattan,106,4,73,27,12,MN0127AB,BETWEEN 2ND AV & 3RD AV,40.750072,-73.972526,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97619755916386 40.74499673652707),1,Manhattan,106,2,73,28,12,MN0132AB,BETWEEN 2ND AV & 3RD AV,40.745005,-73.976199,Murray Hill-Kips Bay,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94435756691215 40.79154872609283),1,Manhattan,111,8,68,29,13,MN0884AB,BETWEEN 2ND AV & 3RD AV,40.791557,-73.944359,East Harlem (South),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.98135355811397 40.73817273732047),1,Manhattan,106,2,74,28,12,MN01113AB,BETWEEN 2ND AV & 3RD AV,40.738181,-73.981355,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94279856733596 40.790891725802325),1,Manhattan,111,8,68,29,13,MN01254AB,BETWEEN 2ND AV & 3RD AV,40.7909,-73.9428,East Harlem (South),AE,,3
POINT (-73.99147955592598 40.72395474066487),1,Manhattan,103,2,65,26,12,MN01167AB,BETWEEN 2ND AV & BOWERY,40.723963,-73.991481,East Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01959855149839 40.64619175685485),3,Brooklyn,307,38,51,20,7,BR02671AB,BETWEEN 3 AV & 2 AV,40.6462,-74.0196,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01399855307704 40.64539175683164),3,Brooklyn,307,38,51,20,7,BR02614AB,BETWEEN 3 AV & 4 AV,40.6454,-74.014,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02649854947894 40.63589175939213),3,Brooklyn,310,43,51,22,10,BR02712AB,BETWEEN 3 AV & BAY RIDGE PL,40.6359,-74.0265,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98089856106257 40.685491748234526),3,Brooklyn,302,33,52,25,8,BR02750AB,BETWEEN 3 AV & NEVINS ST,40.6855,-73.9809,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9090535755826 40.82428071800571),2,Bronx,203,17,79,32,15,BX03395AB,BETWEEN 3 RD AV & WASHINGTON,40.824289,-73.909055,Morrisania,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90902657559299 40.8240497185535),2,Bronx,203,17,79,32,15,BX03169AB,BETWEEN 3 RD ST & WASHINGTON,40.824058,-73.909028,Morrisania,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9787855622508 40.670388750616624),3,Brooklyn,306,39,44,21,9,BR02304AB,BETWEEN 3 ST & 4 ST,40.670397,-73.978787,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92752357350784 40.770045729467284),4,Queens,401,22,36,12,12,QN04466AB,BETWEEN 30 AV & 29 AV,40.770054,-73.927525,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92807857337428 40.76974172952197),4,Queens,401,22,36,12,12,QN0058AB,BETWEEN 30 AV & 30 RD,40.76975,-73.92808,Old Astoria-Hallets Point,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89109158514756 40.76037672983387),4,Queens,403,22,34,13,14,QN04632AB,BETWEEN 30 AV & 31 AV,40.760385,-73.891093,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92702757479236 40.73876273548685),4,Queens,402,26,37,12,14,QN04611AB,BETWEEN 30 AVE & 39 ST,40.738771,-73.927029,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92107757497438 40.76666573038023),4,Queens,401,22,36,12,12,QN0042AB,BETWEEN 30 ST & 32 ST,40.766674,-73.921079,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89441858466418 40.75807173077839),4,Queens,403,25,34,13,14,QN0135AB,BETWEEN 31 AV & 32 AV,40.75808,-73.89442,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90803757979468 40.756780731134306),4,Queens,401,26,30,13,14,QN04664AB,BETWEEN 31 AV & 32 AV,40.756789,-73.908039,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91739857717859 40.761191730923294),4,Queens,401,22,30,12,12,QN04548AB,BETWEEN 31 AV & BROADWAY,40.7612,-73.9174,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9316665721468 40.76541973040192),4,Queens,401,22,36,12,12,QN04282AB,BETWEEN 31 DR & BROADWAY,40.765428,-73.931668,Old Astoria-Hallets Point,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.9341675720853 40.744718734946055),4,Queens,402,26,37,12,12,QN04804AB,BETWEEN 31 PL & VAN DAM ST,40.744727,-73.934169,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.82664860489938 40.77027172615146),4,Queens,407,20,40,11,6,QN04248AB,BETWEEN 31 RD & BAYSIDE AV,40.77028,-73.82665,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91742057680833 40.77106872941369),4,Queens,401,22,36,12,14,QN04742AB,BETWEEN 31 ST & 29 ST (QN04682,40.771077,-73.917422,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91747857613007 40.77111072903122),4,Queens,401,22,36,12,14,QN04682AB,BETWEEN 31 ST & 29 ST (QN04742,40.771119,-73.91748,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9217585750615 40.767151729562045),4,Queens,401,22,36,12,12,QN04113AB,BETWEEN 31 ST & 30 ST,40.76716,-73.92176,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92879757394265 40.75835073212265),4,Queens,401,26,30,12,12,QN04504AB,BETWEEN 31 ST & 30 ST,40.758359,-73.928799,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92519857474781 40.76179173123214),4,Queens,401,22,36,12,12,QN0048AB,BETWEEN 31 ST & 32 ST,40.7618,-73.9252,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91039957821224 40.77581672824539),4,Queens,401,22,36,13,14,QN04647AB,BETWEEN 31 ST & 32 ST,40.775825,-73.910401,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84166860127966 40.76908172670369),4,Queens,407,19,27,11,14,QN04620AB,BETWEEN 31 ST & WHITESTONE,40.76909,-73.84167,College Point,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.82974860426482 40.76857172653849),4,Queens,407,20,40,16,6,QN0341AB,BETWEEN 32 AV & 31 RD,40.76858,-73.82975,Flushing-Willets Point,AE,,4
POINT (-73.826465605814 40.76999672639071),4,Queens,407,20,40,16,6,QN04640AB,BETWEEN 32 AV & BAYSIDE AV,40.770005,-73.826467,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.83189860373872 40.76749172691817),4,Queens,407,20,40,11,6,QN0368AB,BETWEEN 32 AV & LATIMER PL,40.7675,-73.8319,Flushing-Willets Point,AE,,3
POINT (-73.88548558783286 40.75579073108308),4,Queens,403,25,34,13,14,QN04268AB,BETWEEN 32 AV & NORTHERN BLVD,40.755799,-73.885487,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87829859006338 40.7579917306668),4,Queens,403,25,34,13,14,QN04791AB,BETWEEN 32 AV & NORTHERN BLVD,40.758,-73.8783,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99759856298232 40.572591771199946),3,Brooklyn,313,47,46,23,8,BR02476AB,BETWEEN 32 ST & 31 ST,40.5726,-73.9976,Coney Island-Sea Gate,AE,,1
POINT (-73.98534355626029 40.74751273600565),1,Manhattan,105,4,75,27,12,MN0703AAB,BETWEEN 32 ST & 33 ST,40.747521,-73.985345,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93129857319884 40.74069173551203),4,Queens,402,26,37,12,12,QN04752AB,BETWEEN 32 ST & 34 ST,40.7407,-73.9313,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87459859049046 40.758291729923),4,Queens,403,21,34,13,14,QN04269AB,BETWEEN 32 ST & NORTHERN BLVD,40.7583,-73.8746,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93195957333644 40.744944734262035),4,Queens,402,26,37,12,12,QN04443AB,BETWEEN 33 ST & 32 ST,40.744953,-73.931961,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9831485569934 40.74727173584486),1,Manhattan,105,2,75,28,12,MNBX041AB,BETWEEN 33 ST & 34 ST,40.74728,-73.98315,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91951157540723 40.76594072988108),4,Queens,401,22,36,12,12,QN04649AB,BETWEEN 33 ST & 34 ST,40.765949,-73.919513,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93369857128181 40.762991731529674),4,Queens,401,22,36,12,12,QN0026AB,BETWEEN 34 AV & 33 AV,40.763,-73.9337,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93999856951953 40.76569173061809),4,Queens,401,26,37,12,12,QN0073AB,BETWEEN 34 AV & 33 AV,40.7657,-73.94,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93757357078618 40.764792731345935),4,Queens,401,26,37,12,12,QN04006AB,BETWEEN 34 AV & 33 AV,40.764801,-73.937575,Queensbridge-Ravenswood-Dutch Kills,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.93429857157741 40.76259173165667),4,Queens,401,26,37,12,12,QN0027AB,BETWEEN 34 AV & 35 AV,40.7626,-73.9343,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.7886986179544 40.76449172589733),4,Queens,411,19,26,11,6,QN0338AB,BETWEEN 34 AV & 35 AV,40.7645,-73.7887,Auburndale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8850415883571 40.75331873175035),4,Queens,403,25,34,13,14,QN04345AB,BETWEEN 34 AV & 35 AV,40.753327,-73.885043,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82792260548605 40.76553672741132),4,Queens,407,20,40,16,6,QN04380AB,BETWEEN 34 RD & 35 AV,40.765545,-73.827924,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.0005985564904 40.654291754774576),3,Brooklyn,307,38,51,21,7,BR02431AB,BETWEEN 34 ST & 33 ST,40.6543,-74.0006,Green-Wood Cemetery,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91922757623259 40.765958730317436),4,Queens,401,22,36,12,12,QN04007AB,BETWEEN 34 ST & 33 ST,40.765967,-73.919229,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7884986182218 40.764891725976014),4,Queens,411,19,26,11,6,QN0663AB,BETWEEN 35 AV & 34 AV,40.7649,-73.7885,Auburndale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93572857129769 40.761152731311),4,Queens,401,26,37,12,12,QN0029AB,BETWEEN 35 AV & 36 AV,40.761161,-73.93573,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93676857034563 40.760081732209734),4,Queens,401,26,37,12,12,QN0030AB,BETWEEN 35 AV & 36 AV,40.76009,-73.93677,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.884698588236 40.75151173168625),4,Queens,403,25,39,13,14,QN0132AB,BETWEEN 35 AV & 37 AV,40.75152,-73.8847,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94162156869561 40.7635517317452),4,Queens,401,26,37,12,12,QN04130AB,BETWEEN 35 AV & 37 AV,40.76356,-73.941623,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.90913057823931 40.77511072794859),4,Queens,401,22,36,13,14,QN0053AB,BETWEEN 35 ST & 33 ST,40.775119,-73.909132,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
